cotizacion_id,empresa,sector,tipo,fecha_cotizacion,fecha_entrega,valor_cotizado,unidades,estado,motivo_perdida,probabilidad,ingreso_neto,costo_mercancia,empaque_personalizado,dias_pago
Q-00891,Empresa C-0015,Financiero,Regalos de fin de año,2025-08-07,2025-09-08,3433000.0,18,Ganada,,,3270000.0,2594000.0,129000.0,30
Q-00892,Empresa C-0306,Consultoría y legal,Evento corporativo,2025-08-07,2025-11-27,600000.0,5,Perdida,Se fue con el proveedor de siempre,,0.0,0.0,0.0,60
Q-00893,Empresa C-0001,Financiero,Regalos de fin de año,2025-08-07,2025-12-12,795000.0,6,Perdida,Tiempo de entrega,,0.0,0.0,0.0,90
Q-00894,Empresa C-0066,Consultoría y legal,Regalos de fin de año,2025-08-08,2025-11-09,1435000.0,11,Perdida,Precio,,0.0,0.0,0.0,45
Q-00895,Empresa C-0200,Financiero,Regalos de fin de año,2025-08-08,2025-11-13,789000.0,5,Ganada,,,751000.0,600000.0,24000.0,30
Q-00896,Empresa C-0048,Salud,Regalos de fin de año,2025-08-08,2025-12-19,4314000.0,34,Perdida,Precio,,0.0,0.0,0.0,45
Q-00897,Empresa C-0151,Energía y minería,Cata privada,2025-08-08,2025-09-06,7989000.0,53,Perdida,Sin respuesta del cliente,,0.0,0.0,0.0,45
Q-00898,Empresa C-0663,Consumo masivo,Regalos de fin de año,2025-08-08,2025-12-15,11114000.0,91,Ganada,,,10585000.0,8320000.0,335000.0,45
Q-00899,Empresa C-0150,Financiero,Regalos de fin de año,2025-08-08,2025-09-02,2713000.0,22,Ganada,,,2584000.0,1990000.0,78000.0,30
Q-00900,Empresa C-0012,Consumo masivo,Regalos de fin de año,2025-08-09,2025-12-02,605000.0,4,Perdida,Tiempo de entrega,,0.0,0.0,0.0,45
Q-00901,Empresa C-0018,Inmobiliario y construcción,Evento corporativo,2025-08-09,2025-08-23,6838000.0,35,Perdida,Precio,,0.0,0.0,0.0,30
Q-00902,Empresa C-0126,Tecnología,Obsequios a clientes,2025-08-09,2025-08-24,14526000.0,85,Ganada,,,13834000.0,10278000.0,401000.0,45
Q-00903,Empresa C-0056,Consumo masivo,Regalos de fin de año,2025-08-09,2025-12-11,1088000.0,7,Perdida,Precio,,0.0,0.0,0.0,45
Q-00904,Empresa C-0446,Financiero,Evento corporativo,2025-08-09,2025-09-10,12988000.0,96,Ganada,,,12370000.0,9784000.0,574000.0,60
Q-00905,Empresa C-0001,Inmobiliario y construcción,Regalos de fin de año,2025-08-09,2025-11-15,4311000.0,25,Ganada,,,4106000.0,3048000.0,143000.0,45
Q-00906,Empresa C-0024,Energía y minería,Regalos de fin de año,2025-08-09,2025-12-14,6061000.0,29,Ganada,,,5772000.0,4426000.0,276000.0,45
Q-00907,Empresa C-0020,Automotriz,Regalos de fin de año,2025-08-09,2025-12-18,1727000.0,10,Perdida,Se fue con el proveedor de siempre,,0.0,0.0,0.0,30
Q-00908,Empresa C-0666,Financiero,Regalos de fin de año,2025-08-10,2025-12-16,1067000.0,5,Perdida,Sin respuesta del cliente,,0.0,0.0,0.0,60
Q-00909,Empresa C-0370,Financiero,Regalos de fin de año,2025-08-11,2025-12-07,2754000.0,20,Ganada,,,2623000.0,2031000.0,105000.0,45
Q-00910,Empresa C-0338,Gremios y asociaciones,Obsequios a clientes,2025-08-11,2025-09-15,5380000.0,42,Perdida,Precio,,0.0,0.0,0.0,45
Q-00911,Empresa C-0012,Inmobiliario y construcción,Evento corporativo,2025-08-12,2025-09-09,1047000.0,8,Perdida,Precio,,0.0,0.0,0.0,30
Q-00912,Empresa C-0030,Energía y minería,Obsequios a clientes,2025-08-12,2025-09-24,1729000.0,11,Perdida,Se fue con el proveedor de siempre,,0.0,0.0,0.0,90
Q-00913,Empresa C-0027,Gremios y asociaciones,Regalos de fin de año,2025-08-12,2025-12-05,5576000.0,28,Ganada,,,5310000.0,4229000.0,229000.0,30
Q-00914,Empresa C-0208,Financiero,Regalos de fin de año,2025-08-12,2025-09-25,5742000.0,39,Perdida,Sin respuesta del cliente,,0.0,0.0,0.0,45
Q-00915,Empresa C-0064,Inmobiliario y construcción,Obsequios a clientes,2025-08-12,2025-09-03,3632000.0,23,Perdida,Tiempo de entrega,,0.0,0.0,0.0,90
Q-00916,Empresa C-0198,Salud,Boda o celebración privada,2025-08-12,2025-08-24,4300000.0,20,Ganada,,,4095000.0,3046000.0,126000.0,90
Q-00917,Empresa C-0586,Consultoría y legal,Boda o celebración privada,2025-08-12,2025-09-15,5079000.0,28,Ganada,,,4837000.0,3737000.0,185000.0,30
Q-00918,Empresa C-0279,Consultoría y legal,Regalos de fin de año,2025-08-13,2025-12-20,1341000.0,9,Perdida,Sin respuesta del cliente,,0.0,0.0,0.0,90
Q-00919,Empresa C-0405,Consultoría y legal,Regalos de fin de año,2025-08-13,2025-12-09,5410000.0,29,Ganada,,,5152000.0,4043000.0,146000.0,30
Q-00920,Empresa C-0073,Energía y minería,Regalos de fin de año,2025-08-13,2025-08-27,4743000.0,32,Perdida,Se fue con el proveedor de siempre,,0.0,0.0,0.0,45
Q-00921,Empresa C-0002,Salud,Evento corporativo,2025-08-14,2025-09-08,8292000.0,42,Perdida,Precio,,0.0,0.0,0.0,60
Q-00922,Empresa C-0005,Energía y minería,Regalos de fin de año,2025-08-14,2025-12-19,4558000.0,29,Ganada,,,4341000.0,3400000.0,154000.0,60
Q-00923,Empresa C-0321,Tecnología,Regalos de fin de año,2025-08-14,2025-12-06,4521000.0,37,Perdida,Cobertura fuera de Bogotá,,0.0,0.0,0.0,45
Q-00924,Empresa C-0169,Inmobiliario y construcción,Regalos de fin de año,2025-08-15,2025-12-10,1123000.0,8,Ganada,,,1070000.0,849000.0,35000.0,60
Q-00925,Empresa C-0444,Automotriz,Evento corporativo,2025-08-15,2025-12-20,2782000.0,14,Perdida,Tiempo de entrega,,0.0,0.0,0.0,45
Q-00926,Empresa C-0505,Inmobiliario y construcción,Evento corporativo,2025-08-15,2025-09-12,8056000.0,63,Perdida,Se fue con el proveedor de siempre,,0.0,0.0,0.0,60
Q-00927,Empresa C-0220,Gremios y asociaciones,Regalos de fin de año,2025-08-16,2025-09-18,8366000.0,43,Perdida,Precio,,0.0,0.0,0.0,30
Q-00928,Empresa C-0666,Inmobiliario y construcción,Regalos de fin de año,2025-08-16,2025-12-05,3381000.0,20,Perdida,Cobertura fuera de Bogotá,,0.0,0.0,0.0,60
Q-00929,Empresa C-0007,Automotriz,Regalos de fin de año,2025-08-16,2025-09-11,12127000.0,69,Perdida,Se fue con el proveedor de siempre,,0.0,0.0,0.0,45
Q-00930,Empresa C-0274,Gremios y asociaciones,Regalos de fin de año,2025-08-16,2025-12-11,2693000.0,13,Ganada,,,2565000.0,2029000.0,77000.0,60
Q-00931,Empresa C-0370,Financiero,Regalos de fin de año,2025-08-17,2025-11-20,1570000.0,8,Perdida,Tiempo de entrega,,0.0,0.0,0.0,90
Q-00932,Empresa C-0239,Automotriz,Regalos de fin de año,2025-08-17,2025-12-08,10375000.0,53,Ganada,,,9881000.0,7621000.0,432000.0,45
Q-00933,Empresa C-0557,Inmobiliario y construcción,Regalos de fin de año,2025-08-17,2025-12-10,5382000.0,40,Ganada,,,5126000.0,4146000.0,184000.0,45
Q-00934,Empresa C-0002,Tecnología,Cata privada,2025-08-17,2025-09-22,1765000.0,10,Perdida,Tiempo de entrega,,0.0,0.0,0.0,30
Q-00935,Empresa C-0113,Automotriz,Regalos de fin de año,2025-08-17,2025-11-16,2720000.0,22,Ganada,,,2590000.0,2098000.0,128000.0,45
Q-00936,Empresa C-0001,Gremios y asociaciones,Regalos de fin de año,2025-08-17,2025-12-06,17582000.0,136,Perdida,Precio,,0.0,0.0,0.0,30
Q-00937,Empresa C-0020,Salud,Regalos de fin de año,2025-08-18,2025-12-13,9847000.0,60,Perdida,Tiempo de entrega,,0.0,0.0,0.0,45
Q-00938,Empresa C-0154,Educación,Regalos de fin de año,2025-08-18,2025-12-13,3199000.0,17,Ganada,,,3047000.0,2317000.0,82000.0,60
Q-00939,Empresa C-0042,Salud,Regalos de fin de año,2025-08-18,2025-09-13,2000000.0,16,Perdida,Precio,,0.0,0.0,0.0,45
Q-00940,Empresa C-0217,Automotriz,Regalos de fin de año,2025-08-18,2025-12-16,5161000.0,41,Ganada,,,4915000.0,3846000.0,204000.0,45
Q-00941,Empresa C-0367,Gremios y asociaciones,Regalos de fin de año,2025-08-18,2025-12-09,41088000.0,215,Perdida,Precio,,0.0,0.0,0.0,30
Q-00942,Empresa C-0595,Automotriz,Regalos de fin de año,2025-08-18,2025-09-05,872000.0,5,Perdida,Se fue con el proveedor de siempre,,0.0,0.0,0.0,30
Q-00943,Empresa C-0043,Automotriz,Cata privada,2025-08-18,2025-12-15,3023000.0,18,Perdida,Sin respuesta del cliente,,0.0,0.0,0.0,30
Q-00944,Empresa C-0200,Energía y minería,Cata privada,2025-08-19,2025-11-07,3599000.0,24,Perdida,Se fue con el proveedor de siempre,,0.0,0.0,0.0,30
Q-00945,Empresa C-0010,Consultoría y legal,Regalos de fin de año,2025-08-19,2025-09-12,6005000.0,46,Perdida,Se fue con el proveedor de siempre,,0.0,0.0,0.0,45
Q-00946,Empresa C-0075,Financiero,Regalos de fin de año,2025-08-19,2025-12-01,2302000.0,13,Ganada,,,2192000.0,1722000.0,106000.0,45
Q-00947,Empresa C-0005,Consultoría y legal,Obsequios a clientes,2025-08-19,2025-11-27,600000.0,4,Perdida,Precio,,0.0,0.0,0.0,90
Q-00948,Empresa C-0039,Automotriz,Regalos de fin de año,2025-08-19,2025-11-20,8496000.0,50,Perdida,Precio,,0.0,0.0,0.0,30
Q-00949,Empresa C-0005,Financiero,Regalos de fin de año,2025-08-19,2025-12-17,1210000.0,8,Ganada,,,1152000.0,858000.0,38000.0,90
Q-00950,Empresa C-0077,Consultoría y legal,Regalos de fin de año,2025-08-20,2025-12-08,3344000.0,19,Perdida,Precio,,0.0,0.0,0.0,90
Q-00951,Empresa C-0011,Financiero,Regalos de fin de año,2025-08-20,2025-11-08,1445000.0,7,Perdida,Precio,,0.0,0.0,0.0,90
Q-00952,Empresa C-0003,Energía y minería,Cata privada,2025-08-20,2025-12-09,10456000.0,63,Ganada,,,9958000.0,7620000.0,453000.0,45
Q-00953,Empresa C-0010,Inmobiliario y construcción,Regalos de fin de año,2025-08-21,2025-11-09,35494000.0,215,Ganada,,,33804000.0,26211000.0,984000.0,45
Q-00954,Empresa C-0474,Consultoría y legal,Obsequios a clientes,2025-08-21,2025-09-18,10626000.0,79,Perdida,Cobertura fuera de Bogotá,,0.0,0.0,0.0,45
Q-00955,Empresa C-0020,Consumo masivo,Evento corporativo,2025-08-21,2025-09-21,11662000.0,77,Perdida,Tiempo de entrega,,0.0,0.0,0.0,45
Q-00956,Empresa C-0001,Financiero,Obsequios a clientes,2025-08-21,2025-11-26,806000.0,5,Ganada,,,768000.0,586000.0,24000.0,45
Q-00957,Empresa C-0384,Automotriz,Regalos de fin de año,2025-08-21,2025-12-04,4191000.0,33,Perdida,Se fue con el proveedor de siempre,,0.0,0.0,0.0,45
Q-00958,Empresa C-0162,Gremios y asociaciones,Boda o celebración privada,2025-08-21,2025-09-20,7440000.0,38,Ganada,,,7086000.0,5354000.0,235000.0,30
Q-00959,Empresa C-0010,Energía y minería,Regalos de fin de año,2025-08-21,2025-11-12,3716000.0,21,Perdida,Cobertura fuera de Bogotá,,0.0,0.0,0.0,45
Q-00960,Empresa C-0015,Inmobiliario y construcción,Regalos de fin de año,2025-08-21,2025-11-12,4686000.0,31,Ganada,,,4463000.0,3580000.0,135000.0,60
Q-00961,Empresa C-0006,Automotriz,Regalos de fin de año,2025-08-21,2025-12-04,8369000.0,44,Ganada,,,7970000.0,6185000.0,342000.0,45
Q-00962,Empresa C-0348,Educación,Regalos de fin de año,2025-08-22,2025-10-04,3616000.0,18,Ganada,,,3444000.0,2788000.0,118000.0,45
Q-00963,Empresa C-0002,Salud,Regalos de fin de año,2025-08-22,2025-11-09,8318000.0,68,Perdida,Tiempo de entrega,,0.0,0.0,0.0,45
Q-00964,Empresa C-0421,Educación,Regalos de fin de año,2025-08-22,2025-12-18,1952000.0,11,Perdida,Se fue con el proveedor de siempre,,0.0,0.0,0.0,60
Q-00965,Empresa C-0011,Energía y minería,Regalos de fin de año,2025-08-22,2025-11-22,1060000.0,5,Ganada,,,1010000.0,772000.0,36000.0,45
Q-00966,Empresa C-0420,Financiero,Regalos de fin de año,2025-08-22,2025-12-01,12746000.0,63,Perdida,Sin respuesta del cliente,,0.0,0.0,0.0,90
Q-00967,Empresa C-0009,Automotriz,Regalos de fin de año,2025-08-22,2025-12-03,1932000.0,13,Ganada,,,1840000.0,1469000.0,75000.0,45
Q-00968,Empresa C-0438,Gremios y asociaciones,Regalos de fin de año,2025-08-22,2025-09-16,10582000.0,70,Perdida,Se fue con el proveedor de siempre,,0.0,0.0,0.0,90
Q-00969,Empresa C-0039,Consumo masivo,Evento corporativo,2025-08-23,2025-10-01,32273000.0,177,Perdida,Sin respuesta del cliente,,0.0,0.0,0.0,90
Q-00970,Empresa C-0023,Automotriz,Regalos de fin de año,2025-08-23,2025-11-25,8307000.0,46,Perdida,Se fue con el proveedor de siempre,,0.0,0.0,0.0,60
Q-00971,Empresa C-0113,Consumo masivo,Regalos de fin de año,2025-08-23,2025-11-03,6547000.0,39,Perdida,Precio,,0.0,0.0,0.0,30
Q-00972,Empresa C-0109,Consultoría y legal,Regalos de fin de año,2025-08-23,2025-09-02,1284000.0,7,Ganada,,,1223000.0,962000.0,33000.0,60
Q-00973,Empresa C-0172,Consultoría y legal,Boda o celebración privada,2025-08-23,2025-09-16,7122000.0,35,Ganada,,,6783000.0,5338000.0,198000.0,45
Q-00974,Empresa C-0034,Tecnología,Boda o celebración privada,2025-08-24,2025-12-20,2198000.0,13,Perdida,Se fue con el proveedor de siempre,,0.0,0.0,0.0,60
Q-00975,Empresa C-0060,Financiero,Regalos de fin de año,2025-08-24,2025-12-10,1023000.0,8,Ganada,,,974000.0,737000.0,29000.0,45
Q-00976,Empresa C-0094,Consultoría y legal,Regalos de fin de año,2025-08-24,2025-12-05,7865000.0,40,Ganada,,,7490000.0,5734000.0,328000.0,45
Q-00977,Empresa C-0093,Automotriz,Regalos de fin de año,2025-08-25,2025-12-01,12943000.0,89,Perdida,Sin respuesta del cliente,,0.0,0.0,0.0,60
Q-00978,Empresa C-0161,Consumo masivo,Regalos de fin de año,2025-08-25,2025-10-05,6046000.0,32,Perdida,Precio,,0.0,0.0,0.0,60
Q-00979,Empresa C-0098,Gremios y asociaciones,Evento corporativo,2025-08-25,2025-09-13,1892000.0,10,Ganada,,,1802000.0,1357000.0,82000.0,30
Q-00980,Empresa C-0004,Educación,Obsequios a clientes,2025-08-25,2025-09-09,40637000.0,298,Ganada,,,38702000.0,29389000.0,1249000.0,30
Q-00981,Empresa C-0397,Educación,Regalos de fin de año,2025-08-25,2025-11-16,8894000.0,71,Perdida,Sin respuesta del cliente,,0.0,0.0,0.0,45
Q-00982,Empresa C-0405,Inmobiliario y construcción,Regalos de fin de año,2025-08-26,2025-12-16,1241000.0,9,Perdida,Tiempo de entrega,,0.0,0.0,0.0,90
Q-00983,Empresa C-0273,Salud,Obsequios a clientes,2025-08-26,2025-09-14,1135000.0,6,Perdida,Precio,,0.0,0.0,0.0,60
Q-00984,Empresa C-0006,Financiero,Regalos de fin de año,2025-08-26,2025-09-09,1544000.0,9,Perdida,Tiempo de entrega,,0.0,0.0,0.0,60
Q-00985,Empresa C-0009,Gremios y asociaciones,Regalos de fin de año,2025-08-26,2025-12-11,1254000.0,8,Perdida,Se fue con el proveedor de siempre,,0.0,0.0,0.0,45
Q-00986,Empresa C-0687,Automotriz,Regalos de fin de año,2025-08-26,2025-12-10,3590000.0,29,Perdida,Tiempo de entrega,,0.0,0.0,0.0,45
Q-00987,Empresa C-0003,Financiero,Boda o celebración privada,2025-08-27,2025-12-10,1451000.0,10,Ganada,,,1382000.0,1045000.0,43000.0,45
Q-00988,Empresa C-0052,Financiero,Evento corporativo,2025-08-27,2025-10-08,3452000.0,26,Ganada,,,3288000.0,2486000.0,94000.0,45
Q-00989,Empresa C-0079,Automotriz,Regalos de fin de año,2025-08-28,2025-11-10,864000.0,4,Perdida,Tiempo de entrega,,0.0,0.0,0.0,30
Q-00990,Empresa C-0532,Consumo masivo,Boda o celebración privada,2025-08-28,2025-09-19,18108000.0,90,Ganada,,,17246000.0,13026000.0,858000.0,60
Q-00991,Empresa C-0551,Educación,Regalos de fin de año,2025-08-28,2025-12-17,9872000.0,48,Perdida,Tiempo de entrega,,0.0,0.0,0.0,60
Q-00992,Empresa C-0163,Automotriz,Regalos de fin de año,2025-08-28,2025-11-07,4455000.0,36,Perdida,Tiempo de entrega,,0.0,0.0,0.0,45
Q-00993,Empresa C-0286,Inmobiliario y construcción,Regalos de fin de año,2025-08-29,2025-10-08,10190000.0,64,Perdida,Precio,,0.0,0.0,0.0,30
Q-00994,Empresa C-0215,Consultoría y legal,Regalos de fin de año,2025-08-29,2025-12-01,9366000.0,60,Ganada,,,8920000.0,7092000.0,291000.0,45
Q-00995,Empresa C-0020,Automotriz,Regalos de fin de año,2025-08-29,2025-10-03,24667000.0,125,Ganada,,,23492000.0,17976000.0,1165000.0,90
Q-00996,Empresa C-0002,Consumo masivo,Obsequios a clientes,2025-08-29,2025-10-03,5052000.0,36,Perdida,Tiempo de entrega,,0.0,0.0,0.0,60
Q-00997,Empresa C-0001,Energía y minería,Regalos de fin de año,2025-08-30,2025-12-20,10977000.0,67,Perdida,Precio,,0.0,0.0,0.0,60
Q-00998,Empresa C-0359,Energía y minería,Regalos de fin de año,2025-08-30,2025-11-09,8191000.0,64,Perdida,Precio,,0.0,0.0,0.0,45
Q-00999,Empresa C-0008,Financiero,Regalos de fin de año,2025-08-30,2025-11-05,1287000.0,9,Perdida,Tiempo de entrega,,0.0,0.0,0.0,60
Q-01000,Empresa C-0483,Tecnología,Boda o celebración privada,2025-08-30,2025-12-05,2237000.0,11,Ganada,,,2130000.0,1643000.0,96000.0,60
Q-01001,Empresa C-0577,Gremios y asociaciones,Regalos de fin de año,2025-08-31,2025-12-16,1677000.0,9,Perdida,Se fue con el proveedor de siempre,,0.0,0.0,0.0,30
Q-01002,Empresa C-0436,Automotriz,Regalos de fin de año,2025-08-31,2025-11-05,2158000.0,15,Perdida,Sin respuesta del cliente,,0.0,0.0,0.0,60
Q-01003,Empresa C-0014,Energía y minería,Evento corporativo,2025-08-31,2025-12-20,883000.0,5,Perdida,Cobertura fuera de Bogotá,,0.0,0.0,0.0,60
Q-01004,Empresa C-0044,Salud,Obsequios a clientes,2025-08-31,2025-11-12,25017000.0,177,Perdida,Sin respuesta del cliente,,0.0,0.0,0.0,30
Q-01005,Empresa C-0077,Tecnología,Regalos de fin de año,2025-08-31,2025-11-24,2592000.0,15,Perdida,Sin respuesta del cliente,,0.0,0.0,0.0,45
Q-01006,Empresa C-0025,Financiero,Regalos de fin de año,2025-08-31,2025-09-20,6606000.0,35,Ganada,,,6291000.0,4660000.0,214000.0,60
Q-01007,Empresa C-0211,Salud,Regalos de fin de año,2025-08-31,2025-09-14,836000.0,4,Perdida,Se fue con el proveedor de siempre,,0.0,0.0,0.0,45
Q-01008,Empresa C-0417,Energía y minería,Boda o celebración privada,2025-08-31,2025-09-17,688000.0,4,Perdida,Precio,,0.0,0.0,0.0,60
Q-01009,Empresa C-0023,Automotriz,Regalos de fin de año,2025-09-01,2025-11-15,15580000.0,123,Perdida,Cobertura fuera de Bogotá,,0.0,0.0,0.0,60
Q-01010,Empresa C-0072,Inmobiliario y construcción,Cata privada,2025-09-01,2025-10-09,5947000.0,46,Perdida,Precio,,0.0,0.0,0.0,90
Q-01011,Empresa C-0635,Consultoría y legal,Regalos de fin de año,2025-09-01,2025-11-24,692000.0,4,Perdida,Tiempo de entrega,,0.0,0.0,0.0,60
Q-01012,Empresa C-0014,Tecnología,Regalos de fin de año,2025-09-01,2025-12-15,1754000.0,10,Perdida,Se fue con el proveedor de siempre,,0.0,0.0,0.0,60
Q-01013,Empresa C-0592,Automotriz,Obsequios a clientes,2025-09-02,2025-10-13,5203000.0,29,Ganada,,,4955000.0,3788000.0,134000.0,45
Q-01014,Empresa C-0010,Tecnología,Boda o celebración privada,2025-09-02,2025-10-11,600000.0,4,Perdida,Precio,,0.0,0.0,0.0,45
Q-01015,Empresa C-0121,Consumo masivo,Regalos de fin de año,2025-09-02,2025-12-17,2317000.0,18,Perdida,Tiempo de entrega,,0.0,0.0,0.0,60
Q-01016,Empresa C-0084,Tecnología,Regalos de fin de año,2025-09-02,2025-12-09,3627000.0,17,Ganada,,,3454000.0,2788000.0,101000.0,45
Q-01017,Empresa C-0022,Tecnología,Regalos de fin de año,2025-09-02,2025-12-15,2219000.0,16,Perdida,Precio,,0.0,0.0,0.0,60
Q-01018,Empresa C-0141,Consultoría y legal,Evento corporativo,2025-09-03,2025-09-13,2589000.0,18,Perdida,Tiempo de entrega,,0.0,0.0,0.0,30
Q-01019,Empresa C-0037,Consultoría y legal,Regalos de fin de año,2025-09-03,2025-09-16,5966000.0,44,Perdida,Tiempo de entrega,,0.0,0.0,0.0,45
Q-01020,Empresa C-0064,Tecnología,Regalos de fin de año,2025-09-03,2025-12-07,6107000.0,44,Perdida,Tiempo de entrega,,0.0,0.0,0.0,60
Q-01021,Empresa C-0196,Financiero,Regalos de fin de año,2025-09-03,2025-12-14,3846000.0,20,Perdida,Se fue con el proveedor de siempre,,0.0,0.0,0.0,45
Q-01022,Empresa C-0222,Automotriz,Regalos de fin de año,2025-09-03,2025-12-16,5778000.0,36,Ganada,,,5503000.0,4377000.0,228000.0,90
Q-01023,Empresa C-0040,Tecnología,Regalos de fin de año,2025-09-04,2025-12-13,2220000.0,12,Perdida,Tiempo de entrega,,0.0,0.0,0.0,45
Q-01024,Empresa C-0021,Financiero,Obsequios a clientes,2025-09-04,2025-11-17,4114000.0,20,Perdida,Sin respuesta del cliente,,0.0,0.0,0.0,30
Q-01025,Empresa C-0064,Tecnología,Regalos de fin de año,2025-09-04,2025-12-11,1549000.0,8,Ganada,,,1475000.0,1099000.0,71000.0,45
Q-01026,Empresa C-0061,Gremios y asociaciones,Regalos de fin de año,2025-09-04,2025-11-25,1361000.0,7,Ganada,,,1296000.0,961000.0,45000.0,60
Q-01027,Empresa C-0238,Educación,Regalos de fin de año,2025-09-04,2025-12-17,2770000.0,18,Perdida,Precio,,0.0,0.0,0.0,30
Q-01028,Empresa C-0279,Inmobiliario y construcción,Regalos de fin de año,2025-09-05,2025-10-11,3313000.0,23,Ganada,,,3155000.0,2465000.0,113000.0,30
Q-01029,Empresa C-0001,Tecnología,Boda o celebración privada,2025-09-06,2025-10-06,1920000.0,16,Perdida,Sin respuesta del cliente,,0.0,0.0,0.0,45
Q-01030,Empresa C-0009,Gremios y asociaciones,Regalos de fin de año,2025-09-06,2025-11-19,1256000.0,8,Perdida,Se fue con el proveedor de siempre,,0.0,0.0,0.0,45
Q-01031,Empresa C-0015,Tecnología,Regalos de fin de año,2025-09-06,2025-09-23,7653000.0,42,Perdida,Se fue con el proveedor de siempre,,0.0,0.0,0.0,30
Q-01032,Empresa C-0007,Automotriz,Regalos de fin de año,2025-09-07,2025-11-16,3123000.0,16,Ganada,,,2974000.0,2202000.0,130000.0,45
Q-01033,Empresa C-0047,Consultoría y legal,Regalos de fin de año,2025-09-07,2025-11-27,15053000.0,76,Ganada,,,14336000.0,11000000.0,668000.0,45
Q-01034,Empresa C-0097,Tecnología,Regalos de fin de año,2025-09-07,2025-12-02,1955000.0,14,Perdida,Se fue con el proveedor de siempre,,0.0,0.0,0.0,30
Q-01035,Empresa C-0095,Gremios y asociaciones,Evento corporativo,2025-09-07,2025-10-08,13207000.0,99,Ganada,,,12578000.0,9961000.0,493000.0,60
Q-01036,Empresa C-0242,Tecnología,Regalos de fin de año,2025-09-08,2025-12-04,9773000.0,55,Perdida,Cobertura fuera de Bogotá,,0.0,0.0,0.0,45
Q-01037,Empresa C-0001,Tecnología,Regalos de fin de año,2025-09-08,2025-11-18,2565000.0,16,Ganada,,,2443000.0,1968000.0,84000.0,60
Q-01038,Empresa C-0001,Consultoría y legal,Boda o celebración privada,2025-09-08,2025-09-26,1478000.0,10,Ganada,,,1408000.0,1118000.0,41000.0,60
Q-01039,Empresa C-0117,Tecnología,Regalos de fin de año,2025-09-08,2025-12-20,12844000.0,83,Ganada,,,12232000.0,9140000.0,483000.0,45
Q-01040,Empresa C-0052,Financiero,Regalos de fin de año,2025-09-08,2025-12-14,3610000.0,26,Ganada,,,3438000.0,2769000.0,141000.0,60
Q-01041,Empresa C-0019,Salud,Regalos de fin de año,2025-09-08,2025-11-05,1559000.0,10,Ganada,,,1485000.0,1108000.0,42000.0,60
Q-01042,Empresa C-0364,Tecnología,Regalos de fin de año,2025-09-08,2025-11-06,5296000.0,30,Perdida,Tiempo de entrega,,0.0,0.0,0.0,30
Q-01043,Empresa C-0128,Salud,Boda o celebración privada,2025-09-08,2025-11-04,5995000.0,41,Ganada,,,5710000.0,4551000.0,219000.0,90
Q-01044,Empresa C-0003,Gremios y asociaciones,Regalos de fin de año,2025-09-08,2025-11-04,6676000.0,34,Ganada,,,6358000.0,4851000.0,250000.0,45
Q-01045,Empresa C-0039,Tecnología,Regalos de fin de año,2025-09-09,2025-12-06,1958000.0,11,Ganada,,,1865000.0,1480000.0,56000.0,45
Q-01046,Empresa C-0017,Financiero,Obsequios a clientes,2025-09-10,2025-11-10,2908000.0,14,Perdida,Se fue con el proveedor de siempre,,0.0,0.0,0.0,45
Q-01047,Empresa C-0061,Tecnología,Evento corporativo,2025-09-10,2025-10-02,3591000.0,24,Ganada,,,3420000.0,2652000.0,122000.0,45
Q-01048,Empresa C-0499,Consumo masivo,Obsequios a clientes,2025-09-10,2025-09-24,2483000.0,20,Perdida,Precio,,0.0,0.0,0.0,60
Q-01049,Empresa C-0535,Tecnología,Regalos de fin de año,2025-09-10,2025-12-12,5965000.0,49,Ganada,,,5681000.0,4390000.0,268000.0,60
Q-01050,Empresa C-0138,Consultoría y legal,Regalos de fin de año,2025-09-10,2025-12-05,1639000.0,13,Perdida,Precio,,0.0,0.0,0.0,60
Q-01051,Empresa C-0243,Energía y minería,Regalos de fin de año,2025-09-11,2025-12-11,7505000.0,41,Ganada,,,7148000.0,5602000.0,305000.0,45
Q-01052,Empresa C-0164,Educación,Regalos de fin de año,2025-09-11,2025-12-19,4050000.0,20,Perdida,Tiempo de entrega,,0.0,0.0,0.0,90
Q-01053,Empresa C-0010,Financiero,Regalos de fin de año,2025-09-12,2025-12-07,5997000.0,38,Perdida,Se fue con el proveedor de siempre,,0.0,0.0,0.0,30
Q-01054,Empresa C-0191,Inmobiliario y construcción,Regalos de fin de año,2025-09-12,2025-11-24,1339000.0,7,Perdida,Se fue con el proveedor de siempre,,0.0,0.0,0.0,45
Q-01055,Empresa C-0045,Tecnología,Regalos de fin de año,2025-09-12,2025-11-17,1466000.0,7,Ganada,,,1396000.0,1074000.0,66000.0,90
Q-01056,Empresa C-0037,Energía y minería,Regalos de fin de año,2025-09-12,2025-12-11,25544000.0,200,Ganada,,,24328000.0,18282000.0,1200000.0,45
Q-01057,Empresa C-0018,Financiero,Evento corporativo,2025-09-12,2025-10-10,6047000.0,31,Perdida,Sin respuesta del cliente,,0.0,0.0,0.0,30
Q-01058,Empresa C-0011,Salud,Evento corporativo,2025-09-12,2025-10-13,600000.0,4,Perdida,Precio,,0.0,0.0,0.0,45
Q-01059,Empresa C-0037,Energía y minería,Regalos de fin de año,2025-09-13,2025-12-08,3459000.0,21,Perdida,Se fue con el proveedor de siempre,,0.0,0.0,0.0,90
