mes,cuenta_id,marca,unidades,ingreso_neto,costo_mercancia
2026-08,D-004,Mil Demonios,11,777600.0,542100.0
2026-08,D-007,Mil Demonios,5,353400.0,246400.0
2026-08,D-012,Mil Demonios,9,636200.0,443500.0
2026-08,D-014,Mil Demonios,11,777600.0,542100.0
2026-08,D-016,Mil Demonios,12,848300.0,591400.0
2026-08,D-018,Mil Demonios,16,1131000.0,788500.0
2026-08,D-019,Mil Demonios,3,212100.0,147800.0
2026-08,D-023,Mil Demonios,12,848300.0,591400.0
2026-08,D-025,Mil Demonios,9,636200.0,443500.0
2026-08,D-026,Mil Demonios,22,1555100.0,1084200.0
2026-08,D-027,Mil Demonios,15,1060300.0,739200.0
2026-08,D-028,Mil Demonios,26,1837900.0,1281300.0
2026-08,D-031,Mil Demonios,11,777600.0,542100.0
2026-08,D-033,Mil Demonios,11,777600.0,542100.0
2026-08,D-035,Mil Demonios,10,706900.0,492800.0
2026-08,D-036,Mil Demonios,11,777600.0,542100.0
2026-08,D-039,Mil Demonios,4,282800.0,197100.0
2026-08,D-040,Mil Demonios,18,1272400.0,887100.0
2026-08,D-043,Mil Demonios,8,565500.0,394300.0
2026-08,D-045,Mil Demonios,10,706900.0,492800.0
2026-08,D-046,Mil Demonios,14,989600.0,690000.0
2026-08,D-047,Mil Demonios,5,353400.0,246400.0
2026-08,D-048,Mil Demonios,9,636200.0,443500.0
2026-08,D-049,Mil Demonios,5,353400.0,246400.0
2026-08,D-050,Mil Demonios,6,424100.0,295700.0
2026-08,D-051,Mil Demonios,12,848300.0,591400.0
2026-08,D-052,Mil Demonios,14,989600.0,690000.0
2026-08,D-054,Mil Demonios,28,1979300.0,1379900.0
2026-08,D-055,Mil Demonios,10,706900.0,492800.0
2026-08,D-057,Mil Demonios,7,494800.0,345000.0
2026-08,D-058,Mil Demonios,11,777600.0,542100.0
2026-08,D-060,Mil Demonios,15,1060300.0,739200.0
2026-08,D-062,Mil Demonios,13,918900.0,640700.0
2026-08,D-065,Mil Demonios,9,636200.0,443500.0
2026-08,D-066,Mil Demonios,9,636200.0,443500.0
2026-08,D-067,Mil Demonios,5,353400.0,246400.0
2026-08,D-068,Mil Demonios,15,1060300.0,739200.0
2026-08,D-069,Mil Demonios,6,424100.0,295700.0
