sku,nombre,categoria,marca,proveedor,ml,precio_classic,precio_elite,pvp_mercado,costo_unit,exclusiva,precio_observado,unidades_90d,stock_u
KY-0389,Campari,Licores y aperitivos,Campari,Otros importadores,700,59200.0,57200.0,59500.0,41340.0,False,False,13,7
KY-0390,Amaretto Disaronno,Licores y aperitivos,Amaretto Disaronno,Otros importadores,700,78900.0,69200.0,82900.0,59140.0,False,False,107,51
KY-0391,Fernet-Branca,Licores y aperitivos,Fernet-Branca,Otros importadores,700,72200.0,69000.0,73700.0,52900.0,False,False,17,10
KY-0392,Malibu,Licores y aperitivos,Malibu,Pernod Ricard,700,60900.0,55800.0,63200.0,45110.0,False,False,23,16
KY-0393,Fernet-Branca 1000 ml,Licores y aperitivos,Fernet-Branca,Otros importadores,1000,102100.0,96800.0,104200.0,75620.0,False,False,8,7
KY-0394,Ricard Pastis 1000 ml,Licores y aperitivos,Ricard,Pernod Ricard,1000,62400.0,54100.0,66700.0,48290.0,False,False,21,10
KY-0395,Campari 1000 ml,Licores y aperitivos,Campari,Otros importadores,1000,72200.0,64300.0,75300.0,52520.0,False,False,1,1
KY-0396,Martini Bianco 1000 ml,Licores y aperitivos,Martini,Bacardí,1000,28100.0,26100.0,28700.0,20770.0,False,False,0,3
KY-0397,Aperol 1000 ml,Licores y aperitivos,Aperol,Otros importadores,1000,61700.0,55200.0,63800.0,47950.0,False,False,9,7
KY-0398,Limoncello Villa Massa 1000 ml,Licores y aperitivos,Limoncello Villa Massa,Otros importadores,1000,67000.0,65500.0,68500.0,48040.0,False,False,10,8
KY-0399,Licor 43 Baristo 1000 ml,Licores y aperitivos,Licor 43,Otros importadores,1000,107400.0,105300.0,116600.0,87410.0,False,False,0,20
KY-0400,Martini Rosso 1000 ml,Licores y aperitivos,Martini,Bacardí,1000,27200.0,26100.0,27600.0,18180.0,False,False,27,15
KY-0401,Kahlúa 1000 ml,Licores y aperitivos,Kahlúa,Pernod Ricard,1000,78200.0,69700.0,83300.0,58510.0,False,False,9,5
KY-0402,Chambord 1000 ml,Licores y aperitivos,Chambord,Otros importadores,1000,150400.0,143800.0,156700.0,111140.0,False,False,0,21
KY-0403,Lillet Rosé 1000 ml,Licores y aperitivos,Lillet,Pernod Ricard,1000,122800.0,113800.0,125700.0,92990.0,False,False,907,570
KY-0404,Baileys Salted Caramel 1000 ml,Licores y aperitivos,Baileys,Diageo,1000,78300.0,70000.0,84500.0,58310.0,False,False,1,1
KY-0405,Jägermeister 1000 ml,Licores y aperitivos,Jägermeister,Otros importadores,1000,118000.0,109900.0,124600.0,89180.0,False,False,14,7
KY-0406,Pernod Absinthe 1000 ml,Licores y aperitivos,Pernod,Pernod Ricard,1000,117400.0,102500.0,118900.0,82260.0,False,False,0,15
KY-0407,Malibu 1000 ml,Licores y aperitivos,Malibu,Pernod Ricard,1000,105300.0,93500.0,106400.0,66980.0,False,False,194,145
KY-0408,Cerveza 3 Cordilleras x12,Cerveza,3 Cordilleras,Otros importadores,0,27900.0,27300.0,28300.0,21310.0,False,False,0,6
KY-0409,Cerveza Coronita x6,Cerveza,Coronita,Bavaria,0,25200.0,22900.0,26600.0,19720.0,False,False,38,27
KY-0410,Cerveza Budweiser x12,Cerveza,Budweiser,Bavaria,0,29600.0,29000.0,30300.0,22050.0,False,False,2,1
KY-0411,Cerveza Coronita x12,Cerveza,Coronita,Bavaria,0,23700.0,22400.0,23700.0,16800.0,False,False,0,18
KY-0412,Cerveza Heineken x12,Cerveza,Heineken,Otros importadores,0,27600.0,25400.0,28100.0,20560.0,False,False,92,74
KY-0413,Cerveza 3 Cordilleras x6,Cerveza,3 Cordilleras,Otros importadores,0,27300.0,25800.0,29100.0,21250.0,False,False,224,154
KY-0414,Cerveza Erdinger x6,Cerveza,Erdinger,Otros importadores,0,25400.0,23300.0,27100.0,18940.0,False,False,74,39
KY-0415,Cerveza Corona x12,Cerveza,Corona,Bavaria,0,22300.0,21300.0,24000.0,16440.0,False,False,41,26
KY-0416,Cerveza Corona x6,Cerveza,Corona,Bavaria,0,23500.0,22000.0,24200.0,17840.0,False,False,82,65
KY-0417,Cerveza Club Colombia Negra x6,Cerveza,Club Colombia Negra,Bavaria,0,25200.0,24100.0,25500.0,18520.0,False,False,0,3
KY-0418,Cerveza Club Colombia Negra x12,Cerveza,Club Colombia Negra,Bavaria,0,28400.0,25100.0,29100.0,21170.0,False,False,2,2
KY-0419,Cerveza BBC x6,Cerveza,BBC,Bavaria,0,22300.0,20400.0,22600.0,15830.0,False,False,35,26
KY-0420,Cerveza Peroni x12,Cerveza,Peroni,Otros importadores,0,27100.0,26600.0,27600.0,18340.0,False,False,37,15
KY-0421,Cerveza Miller x6,Cerveza,Miller,Otros importadores,0,19800.0,19400.0,20300.0,15400.0,False,False,142,61
KY-0422,Cerveza Erdinger x12,Cerveza,Erdinger,Otros importadores,0,22700.0,21100.0,23500.0,16560.0,False,False,77,63
KY-0423,Cerveza BBC x12,Cerveza,BBC,Bavaria,0,25900.0,23500.0,27800.0,19370.0,False,False,1,1
KY-0424,Cerveza Peroni x6,Cerveza,Peroni,Otros importadores,0,31800.0,27500.0,34500.0,23750.0,False,False,0,20
KY-0425,Cerveza Miller x12,Cerveza,Miller,Otros importadores,0,24000.0,22600.0,25100.0,16850.0,False,False,0,7
KY-0426,Cerveza Heineken x6,Cerveza,Heineken,Otros importadores,0,20300.0,18100.0,21600.0,14990.0,False,False,0,4
KY-0427,Perrier x6,Mixers y aguas,Perrier,Otros importadores,0,18900.0,18300.0,19100.0,12060.0,False,False,104,43
KY-0428,Coca-Cola Original x6,Mixers y aguas,Coca-Cola,Otros importadores,0,23300.0,21200.0,25000.0,16130.0,False,False,180,88
KY-0429,Coca-Cola Sin Azúcar x6,Mixers y aguas,Coca-Cola,Otros importadores,0,23400.0,20800.0,24400.0,14960.0,False,False,96,80
KY-0430,Fever-Tree Mediterránea x4,Mixers y aguas,Fever-Tree,Otros importadores,0,17200.0,16700.0,18100.0,10670.0,False,False,56,35
KY-0431,Fever-Tree Ginger Beer x4,Mixers y aguas,Fever-Tree,Otros importadores,0,14700.0,13200.0,15700.0,9330.0,False,False,3,3
KY-0432,Red Bull Tropical x4,Mixers y aguas,Red Bull,Otros importadores,0,15900.0,14000.0,16500.0,9630.0,False,False,0,11
KY-0433,San Pellegrino x6,Mixers y aguas,San Pellegrino,Otros importadores,0,19200.0,18600.0,20800.0,12210.0,False,False,152,123
KY-0434,Schweppes Tónica x6,Mixers y aguas,Schweppes,Otros importadores,0,22200.0,21000.0,22500.0,13850.0,False,False,77,60
KY-0435,Red Bull x4,Mixers y aguas,Red Bull,Otros importadores,0,18300.0,16900.0,19300.0,10730.0,False,False,123,57
KY-0436,Hielo en cubos 5 kg,Mixers y aguas,Hielo en cubos,Otros importadores,0,16400.0,15100.0,17100.0,10260.0,False,False,106,60
KY-0437,Fever-Tree Tónica x4,Mixers y aguas,Fever-Tree,Otros importadores,0,21600.0,19700.0,22600.0,14530.0,False,False,46,24
KY-0438,Schweppes Ginger Ale x6,Mixers y aguas,Schweppes,Otros importadores,0,21700.0,21300.0,23400.0,13810.0,False,False,2,2
KY-0439,Chocolates Cacao Hunters Caja x12,Accesorios gourmet,Chocolates Cacao Hunters,Otros importadores,0,51100.0,50100.0,55600.0,27130.0,False,False,6,5
KY-0440,Caja de regalo KYVA Premium,Accesorios gourmet,Caja de regalo KYVA,Otros importadores,0,55000.0,49100.0,58200.0,27820.0,False,False,30,23
KY-0441,Sacacorchos Laguiole,Accesorios gourmet,Sacacorchos Laguiole,Otros importadores,0,68600.0,66700.0,71500.0,35600.0,False,False,8,4
KY-0442,Copas Riedel Vino x2,Accesorios gourmet,Copas Riedel,Otros importadores,0,98600.0,92400.0,100000.0,51200.0,False,False,2,1
KY-0443,Decantador,Accesorios gourmet,Decantador,Otros importadores,0,62900.0,60700.0,67700.0,29140.0,False,False,17,11
KY-0444,Set de cata KYVA,Accesorios gourmet,Set de cata KYVA,Otros importadores,0,75100.0,68100.0,78800.0,35860.0,False,False,36,26
KY-0445,Hielera,Accesorios gourmet,Hielera,Otros importadores,0,58400.0,54700.0,63400.0,32220.0,False,False,8,5
KY-0446,Copas Riedel Whisky x2,Accesorios gourmet,Copas Riedel,Otros importadores,0,87800.0,86000.0,90300.0,43570.0,False,False,0,11
KY-0447,Tabla de quesos,Accesorios gourmet,Tabla de quesos,Otros importadores,0,79500.0,76600.0,84700.0,39420.0,False,False,27,12
